;City;Place_ID;Place_Name;Cuisine;Address;Phone Number;Price level;Avg rating;Amount of ratings;Vegetarian;Beer;Wine;Opening Hours;tags
251;Gdynia;ChIJ6TArDjun_UYRutRjNIbG36c;Trafik Jedzenie i Przyjaciele - restauracja włoska Gdynia;['italian', 'french'];skwer Kościuszki 10, 81-370 Gdynia, Poland;+48 58 620 79 25;2.0;4.4;1913;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0830'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0830'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
252;Gdynia;ChIJ6bTNStyn_UYRVo9Rjsq6X8A;Turkicz_Kebab;['turkish'];Świętojańska 95, 81-381 Gdynia, Poland;+48 533 033 059;2.0;4.5;1368;False;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
253;Gdańsk;ChIJSYSjuNx0_UYRcPn67-Pua8U;Tutti Santi Gdańsk;['pizza'];aleja Grunwaldzka 211, 80-266 Gdańsk, Poland;+48 786 070 809;2.0;4.7;3524;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
254;Sopot;ChIJlz3C_o0K_UYRXZfaV-rPdiQ;Tuz za Rogiem;['pizza'];Grunwaldzka 4/6, 81-759 Sopot, Poland;+48 730 108 107;1.0;4.6;1196;True;True;True;[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '1930'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
255;Gdynia;ChIJK2dQXZug_UYRQ-_kNDcbYIU;Tłusta Kaczka;['turkish', 'french'];Spółdzielcza 2, 81-545 Gdynia, Poland;+48 58 580 08 08;3.0;4.6;1411;False;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
256;Gdynia;ChIJYw7PsSSn_UYR8Wt8olWwVoU;U Turka. Kebab;['turkish'];skwer Kościuszki 18, 81-370 Gdynia, Poland;+48 668 088 937;1.0;4.1;2712;False;True;False;[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0300'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0300'}, 'open': {'day': 6, 'time': '1000'}}];['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']
257;Gdynia;ChIJOdtPY6Wn_UYRY_oRQPa5yGo;Umi Ramen;['japanese'];Starowiejska 38, 81-364 Gdynia, Poland;+48 884 864 600;2.0;4.5;1821;True;True;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
258;Gdynia;ChIJLRSbXzin_UYR5LReOxdBtIU;Umiko Sushi;['sushi', 'japanese', 'chinese'];Świętojańska 130, 81-381 Gdynia, Poland;+48 509 651 565;2.0;4.7;695;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
259;Gdynia;ChIJY4bZdsun_UYR85fukX0-cVE;Valhalla Gdynia Pub and Grill;['french'];Mściwoja 3a, 81-363 Gdynia, Poland;+48 536 537 004;2.0;4.9;498;False;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0300'}, 'open': {'day': 6, 'time': '1200'}}];['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']
260;Gdynia;ChIJW9wH5jOn_UYREGZMhI_iP6U;ViceVersa Gdynia;['italian', 'pizza', 'french'];Bulwar Nadmorski im.Feliksa Nowowiejskiego 10, 81-980 Gdynia, Poland;+48 696 766 065;2.0;4.7;1106;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
261;Gdańsk;ChIJ4bMdaVRz_UYRdGmW1zmDUto;Viceversa;['italian'];Chmielna 3/9, 80-748 Gdańsk, Poland;+48 668 400 280;2.0;4.8;3031;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
262;Gdynia;ChIJnTFAEzCn_UYR_jjxray_vmQ;Viva La Pizza;['pizza'];Świętojańska 49, 81-391 Gdynia, Poland;+48 58 352 66 33;2.0;4.4;1744;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
263;Sopot;ChIJYeAtgpIK_UYRkyG7sv5AJ2Y;White Marlin;['chinese'];Aleja Wojska Polskiego 1, 81-769 Sopot, Poland;+48 784 629 283;3.0;4.2;4209;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1400'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
264;Gdynia;ChIJR8ltiECn_UYRa7A4Mk6K1dU;Wok & Fire;['chinese'];Admirała Józefa Unruga 52/3, 81-181 Gdynia, Poland;+48 725 605 030;2.0;4.5;757;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
265;Gdańsk;ChIJK1q8HAB1_UYR_7Muki76MzY;Wok’n’Cats;['sushi', 'japanese', 'chinese'];aleja Grunwaldzka 76/78, 80-244 Gdańsk, Poland;+48 883 263 326;2.0;4.9;387;True;False;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
266;Gdańsk;ChIJpwBPgnZ1_UYRW8n5z5yMRlY;Wook;['chinese'];Złota Karczma 26, 80-298 Gdańsk, Poland;+48 58 550 73 05;2.0;3.9;1073;True;True;True;[{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
267;Sopot;ChIJ5ZKqvJML_UYRov-Mhn4ZgoI;Wozownia Sopocka;['turkish'];Powstańców Warszawy 25, 81-718 Sopot, Poland;+48 799 064 426;2.0;4.9;301;True;True;True;[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1230'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
268;Gdańsk;ChIJ53AvNop0_UYRa53FMSRinZI;Włoszczyzna Morena;['pizza'];Myczkowskiego 1, 80-215 Gdańsk, Poland;+48 733 460 471;1.0;4.9;2074;True;False;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
269;Gdańsk;ChIJ85qJPtV1_UYRom72j685-28;YEMYEMY Stacja Food Hall Gdańsk;['chinese'];Jana Kilińskiego 4, 80-266 Gdańsk, Poland;+48 507 797 767;2.0;4.3;261;True;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
270;Gdańsk;ChIJISGsDGt1_UYRH4Pe1JM_NlU;ZMIANA Kebap Rzemieślniczy;['turkish'];Roalda Amundsena 7c, 80-288 Gdańsk, Poland;+48 785 705 045;2.0;3.8;1935;True;True;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
271;Sopot;ChIJ8TdsDmoL_UYRE316hn4VcYY;Zahir Kebab;['turkish'];Bohaterów Monte Cassino 14, 81-704 Sopot, Poland;+48 886 300 207;1.0;4.5;242;False;False;False;[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0600'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0600'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
272;Gdynia;ChIJF0p7ZqWn_UYRwdPmAb-rouE;Zana Restaurant & Lounge Bar;['turkish', 'french'];skwer Kościuszki 16, 81-300 Gdynia, Poland;+48 690 345 354;2.0;4.7;669;True;True;True;[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
273;Gdynia;ChIJLTBFZVan_UYRsU7eUE4XmmA;enoki Gdynia vegan sushi bar;['sushi', 'japanese', 'chinese'];Żołnierzy I Armii Wojska Polskiego 13, 81-383 Gdynia, Poland;+48 531 538 929;2.0;4.8;648;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
274;Gdańsk;ChIJvxdAOXd1_UYR-hzHF8QQ7eg;koi koi ramen &yakitori;['japanese', 'sushi'];PL, Antoniego Lendziona 14, 80-264 Gdańsk, Poland;+48 791 909 977;2.0;4.5;973;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
275;Sopot;ChIJa11uTCAL_UYRSxxxiw9mEWI;la nostra pizzeria Sopot;['italian', 'pizza'];Jerzego Haffnera 3/1A, 81-717 Sopot, Poland;+48 511 101 108;2.0;4.9;656;True;True;False;[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1400'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1400'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1400'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
276;Gdańsk;ChIJWZdPx2Vz_UYR-R-x5Qfx_s4;publiczna pizza napoletana & natural wine;['pizza'];Łąkowa 35/38, 80-769 Gdańsk, Poland;+48 577 001 331;2.0;4.9;398;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
277;Gdynia;ChIJU0R9dJCn_UYR2RUow9ZYKr0;sushi.fresh;['japanese', 'sushi'];Żołnierzy I Armii Wojska Polskiego 2, 81-380 Gdynia, Poland;+48 781 296 414;2.0;4.8;612;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
278;Sopot;ChIJ7ZaTw5EK_UYRO3MOsVS1e_0;Śliwka w Kompot;['italian', 'turkish', 'pizza', 'chinese'];Bohaterów Monte Cassino 42, 81-759 Sopot, Poland;+48 733 000 533;2.0;4.7;12720;True;True;True;[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '0330'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 0, 'time': '0330'}, 'open': {'day': 6, 'time': '0900'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
279;Gdynia;ChIJxZgXuCuh_UYRXrGeVk7yKMc;Świeżo Sushi;['japanese', 'sushi'];Nowowiczlińska 24, 81-577 Gdynia, Poland;+48 570 700 285;2.0;4.9;892;True;False;False;[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
280;Gdańsk;ChIJ3wv4m691_UYRMF7XZ3n62wg;„Bardzo Włosko!” Pizza i Wino;['italian'];Przytulna 9/U4, 80-176 Gdańsk, Poland;+48 730 099 290;2.0;4.8;1166;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
